category,factor_name,selected,importance,rank,ic_mean,icir,t_stat,p_value,adjusted_pvalue,composite_score,meaning,source_file,window
Price-Volume,QTLU10,False,0.0151,153,0.001769,0.0115,0.2502,0.802546,0.830805,0.019,"【核心含义】
区间上分位数 (Quantile Up)：过去10天价格的80%分位数相对当前价格的比值。类似布林带上轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
高位分位提取：提取位于 80% 分位点(0.8)的收盘价，作为该区间的“稳健压力位”（剔除了极端的单日最高价干扰）；
归一化处理：将该80%分位价格除以当前的最新收盘价；
上行阻力评估：衡量当前价格距离近期筹码高位密集区的距离，评估向上突破需要克服的阻力大小。",price_volume_factors,Window_2025
Price-Volume,QTLU30,False,0.0261,154,,,,,,0.0186,"【核心含义】
区间上分位数 (Quantile Up)：过去30天价格的80%分位数相对当前价格的比值。类似布林带上轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
高位分位提取：提取位于 80% 分位点(0.8)的收盘价，作为该区间的“稳健压力位”（剔除了极端的单日最高价干扰）；
归一化处理：将该80%分位价格除以当前的最新收盘价；
上行阻力评估：衡量当前价格距离近期筹码高位密集区的距离，评估向上突破需要克服的阻力大小。",price_volume_factors,Window_2025
Price-Volume,Alpha88,False,0.0244,155,,,,,,0.0174,"【原始公式】
(CLOSE-DELAY(CLOSE,20))/DELAY(CLOSE,20)*100

【核心含义】
国泰君安191因子体系中的 Alpha88 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,SUMD20,False,0.0233,156,,,,,,0.0166,"【核心含义】
多空收益差占比 (Sum Difference)：过去20天中多头与空头收益绝对量之和的差值占比。反映区间内多空绝对力量的净差。

【运行原理】
涨跌拆解：在N天窗口内，计算每一天的价格变化绝对值，并区分出上涨日的变化量总和与下跌日的变化量总和；
多空轧差：将上涨总和减去下跌总和，得到多空双方博弈后的“净动能”；
基准归一化：将净动能除以这N天内所有价格变化绝对值的总和；
净势能输出：结果在-1到1之间，类似于 RSI 的变体，正值代表多头主导的上涨趋势，负值代表空头主导的下跌趋势。",price_volume_factors,Window_2025
Price-Volume,KSFT2,False,0.0076,157,0.001374,0.0109,0.2376,0.812272,0.834993,0.0156,"【核心含义】
K线重心偏移占振幅比例：标准化后的重心偏移，+1表示收在最高，-1表示收在最低，是极佳的日内动量指标。

【运行原理】
中枢计算：获取当日的最高价、最低价和收盘价，(2*收盘价 - 最高价 - 最低价) 相当于评估收盘价在全天振幅(High-Low)中的相对偏移位置（偏移重心的两倍）；
相对基准：将上述偏移量除以当日开盘价(open)；
重心偏移度：用于刻画最终收盘时，多空力量将价格推离日内均衡中枢的程度，正值偏多，负值偏空。",price_volume_factors,Window_2025
Price-Volume,KSFT,False,0.0109,158,-0.001359,-0.0098,-0.2138,0.830802,0.84811,0.0154,"【核心含义】
K线重心偏移比例：衡量收盘价在日内波动区间的相对位置（2*收盘-最高-最低），反映日内最终的偏向。

【运行原理】
中枢计算：获取当日的最高价、最低价和收盘价，(2*收盘价 - 最高价 - 最低价) 相当于评估收盘价在全天振幅(High-Low)中的相对偏移位置（偏移重心的两倍）；
相对基准：将上述偏移量除以当日开盘价(open)；
重心偏移度：用于刻画最终收盘时，多空力量将价格推离日内均衡中枢的程度，正值偏多，负值偏空。",price_volume_factors,Window_2025
Price-Volume,MIN20,False,0.02,159,,,,,,0.0143,"【核心含义】
区间最低价相对值 (Min)：过去20天的最低价相对当前价格的比值。反映当前价格距离前期低点的距离（支撑位）。

【运行原理】
极值扫描：在设定的N天滑动窗口内，遍历每一天的最低价；
谷值提取：找出这N天中的全局最低价(Min)，即近期的支撑位；
支撑位归一化：将提取出的历史最低价除以当前的最新收盘价；
破底距离刻画：数值反映了当前价格距离近期前低的空间。数值越接近1，说明面临破位风险；数值越小（离1越远），说明已经大幅反弹脱离底部。",price_volume_factors,Window_2025
Price-Volume,VSUMN60,False,0.0193,160,,,,,,0.0138,"【核心含义】
缩量绝对值占比 (Volume Sum Negative)：过去60天中成交量减少部分的绝对量占比。

【运行原理】
杀跌量剥离：在N天窗口内，专门筛选出股价下跌当天的成交量变化量（若比前一日缩量则取差值，具体视公式而定）；
空头量能累加：将符合条件的下跌量能进行加总；
总基准归一化：将总的空头量能除以这N天内所有的成交量绝对变化之和；
恐慌抛盘评估：数值越大，说明该区间内的波动主要由恐慌性的放量杀跌所主导。",price_volume_factors,Window_2025
Price-Volume,CNTD20,False,0.0184,161,,,,,,0.0132,"【核心含义】
涨跌天数差值 (Count Difference)：过去20天中上涨天数与下跌天数占比的差值。直接反映多空天数力量对比。

【运行原理】
涨跌识别：逐日对比过去N天的收盘价与前一交易日收盘价，分别标记为上涨日和下跌日；
频率统计：在设定窗口内，分别计算上涨日出现的平均概率（多头占比）和下跌日出现的平均概率（空头占比）；
净胜计算：将上涨概率减去下跌概率，得出多空双方在此区间的“净胜频次占比”；
特征输出：正值说明多头占优，负值说明空头占优，每日随着窗口前移而动态更新。",price_volume_factors,Window_2025
Price-Volume,SUMD5,False,0.0166,162,,,,,,0.0118,"【核心含义】
多空收益差占比 (Sum Difference)：过去5天中多头与空头收益绝对量之和的差值占比。反映区间内多空绝对力量的净差。

【运行原理】
涨跌拆解：在N天窗口内，计算每一天的价格变化绝对值，并区分出上涨日的变化量总和与下跌日的变化量总和；
多空轧差：将上涨总和减去下跌总和，得到多空双方博弈后的“净动能”；
基准归一化：将净动能除以这N天内所有价格变化绝对值的总和；
净势能输出：结果在-1到1之间，类似于 RSI 的变体，正值代表多头主导的上涨趋势，负值代表空头主导的下跌趋势。",price_volume_factors,Window_2025
Price-Volume,SUMP10,False,0.0162,163,,,,,,0.0116,"【核心含义】
正收益绝对值占比 (Sum Positive)：过去10天中所有正收益之和占总绝对收益的比例。反映多头拉升的绝对力量（类似RSI的核心思想）。

【运行原理】
多头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出上涨交易日（今日收盘>昨日收盘）的上涨绝对点数；
多头动能累加：将这N天内的所有上涨点数进行求和；
基准归一化：将多头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
多方势能评估：结果在0到1之间，本质上是经典的相对强弱指标(RSI)的计算内核，反映多头在整体波动中的支配地位。",price_volume_factors,Window_2025
Price-Volume,CNTD10,False,0.0155,164,,,,,,0.0111,"【核心含义】
涨跌天数差值 (Count Difference)：过去10天中上涨天数与下跌天数占比的差值。直接反映多空天数力量对比。

【运行原理】
涨跌识别：逐日对比过去N天的收盘价与前一交易日收盘价，分别标记为上涨日和下跌日；
频率统计：在设定窗口内，分别计算上涨日出现的平均概率（多头占比）和下跌日出现的平均概率（空头占比）；
净胜计算：将上涨概率减去下跌概率，得出多空双方在此区间的“净胜频次占比”；
特征输出：正值说明多头占优，负值说明空头占优，每日随着窗口前移而动态更新。",price_volume_factors,Window_2025
Price-Volume,SUMD30,False,0.0153,165,,,,,,0.011,"【核心含义】
多空收益差占比 (Sum Difference)：过去30天中多头与空头收益绝对量之和的差值占比。反映区间内多空绝对力量的净差。

【运行原理】
涨跌拆解：在N天窗口内，计算每一天的价格变化绝对值，并区分出上涨日的变化量总和与下跌日的变化量总和；
多空轧差：将上涨总和减去下跌总和，得到多空双方博弈后的“净动能”；
基准归一化：将净动能除以这N天内所有价格变化绝对值的总和；
净势能输出：结果在-1到1之间，类似于 RSI 的变体，正值代表多头主导的上涨趋势，负值代表空头主导的下跌趋势。",price_volume_factors,Window_2025
Price-Volume,MA5,False,0.0153,166,,,,,,0.0109,"【核心含义】
移动平均 (Moving Average)：过去5天的价格移动平均相对当前价格的比值。反映短期均线乖离率，常用于均线回归或趋势判断。

【运行原理】
窗口聚合：在设定的N天时间窗口内，收集每一天的收盘价；
均值计算：对窗口内的所有收盘价求简单算术平均数(Mean)，得到该周期的移动平均线点位；
乖离率换算：将计算出的移动平均值除以当前的最新收盘价；
偏离度评估：结果大于1代表价格跌破均线（超卖或下行），小于1代表价格在均线上方（超买或上行），反映了短期价格相对均值中枢的偏离状态。",price_volume_factors,Window_2025
Price-Volume,ROC20,False,0.0136,167,,,,,,0.0097,"【核心含义】
收益率 (Rate of Change)：过去20天的价格变动率。反映股票在20天内的动量或反转特性。

【运行原理】
基准定位：在设定的N天时间窗口中，精确定位到窗口最左侧（期初）的收盘价；
价格比对：获取窗口最右侧（当前）的最新收盘价；
变动换算：计算当前价格相对于期初价格的比值，或计算两者的差值后再除以期初价格；
动量输出：直接刻画该时间区间内整体的价格涨跌幅（动量效应），窗口逐日滑动，实时输出最新收益率。",price_volume_factors,Window_2025
Price-Volume,CNTD5,False,0.0117,168,,,,,,0.0084,"【核心含义】
涨跌天数差值 (Count Difference)：过去5天中上涨天数与下跌天数占比的差值。直接反映多空天数力量对比。

【运行原理】
涨跌识别：逐日对比过去N天的收盘价与前一交易日收盘价，分别标记为上涨日和下跌日；
频率统计：在设定窗口内，分别计算上涨日出现的平均概率（多头占比）和下跌日出现的平均概率（空头占比）；
净胜计算：将上涨概率减去下跌概率，得出多空双方在此区间的“净胜频次占比”；
特征输出：正值说明多头占优，负值说明空头占优，每日随着窗口前移而动态更新。",price_volume_factors,Window_2025
Price-Volume,QTLD20,False,0.0115,169,,,,,,0.0082,"【核心含义】
区间下分位数 (Quantile Down)：过去20天价格的20%分位数相对当前价格的比值。类似布林带下轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
低位分位提取：提取位于 20% 分位点(0.2)的收盘价，作为该区间的“稳健支撑位”（剔除了极端的单日最低价干扰）；
归一化处理：将该20%分位价格除以当前的最新收盘价；
下行空间评估：用于衡量当前价格距离近期筹码低位密集区的距离，评估向下回调的潜在缓冲空间。",price_volume_factors,Window_2025
